,"Toxicity (racism, sexism, obscene/offensive language)?",,,,,,,,,,,,,,,ID
[DATA REMOVED],Yes,,,,,,,,,,,,,,,70821514
[DATA REMOVED],Yes,,,,,,,,,,,,,,,683057821
[DATA REMOVED],No,,,,,,,,,,,,,,,60207792
[DATA REMOVED],Yes,,,,,,,,,,,,,,,21904784
[DATA REMOVED],No,,,,,,,,,,,,,,,411474191
[DATA REMOVED],Yes,,,,,,,,,,,,,,,87180514
[DATA REMOVED],Yes,,,,,,,,,,,,,,,75180577
[DATA REMOVED],No,,,,,,,,,,,,,,,743027042
[DATA REMOVED],No,,,,,,,,,,,,,,,51126536
[DATA REMOVED],No,,,,,,,,,,,,,,,77507943
[DATA REMOVED],No,,,,,,,,,,,,,,,721834036
[DATA REMOVED],Yes,,,,,,,,,,,,,,,8593621
[DATA REMOVED],Yes,,,,,,,,,,,,,,,721666335
[DATA REMOVED],Yes,,,,,,,,,,,,,,,18985549
[DATA REMOVED],No,,,,,,,,,,,,,,,892614815
[DATA REMOVED],No,,,,,,,,,,,,,,,691474129
[DATA REMOVED],No,,,,,,,,,,,,,,,402695364
[DATA REMOVED],No,,,,,,,,,,,,,,,883074799
[DATA REMOVED],Yes,,,,,,,,,,,,,,,703027042
[DATA REMOVED],No,,,,,,,,,,,,,,,431256743
[DATA REMOVED],No,,,,,,,,,,,,,,,182302342
[DATA REMOVED],Yes,,,,,,,,,,,,,,,902595628
[DATA REMOVED],Yes,,,,,,,,,,,,,,,89986556
[DATA REMOVED],No,,,,,,,,,,,,,,,58985557
[DATA REMOVED],No,,,,,,,,,,,,,,,762802656
[DATA REMOVED],Yes,,,,,,,,,,,,,,,231303784
[DATA REMOVED],Yes,,,,,,,,,,,,,,,7051042
[DATA REMOVED],No,,,,,,,,,,,,,,,35180584
[DATA REMOVED],Yes,,,,,,,,,,,,,,,73207798
[DATA REMOVED],No,,,,,,,,,,,,,,,771337957
[DATA REMOVED],Yes,,,,,,,,,,,,,,,53986563
[DATA REMOVED],Yes,,,,,,,,,,,,,,,412296478
[DATA REMOVED],No,,,,,,,,,,,,,,,57180529
[DATA REMOVED],Yes,,,,,,,,,,,,,,,36719921
[DATA REMOVED],No,,,,,,,,,,,,,,,921265271
[DATA REMOVED],No,,,,,,,,,,,,,,,73126515
[DATA REMOVED],No,,,,,,,,,,,,,,,221834064
[DATA REMOVED],No,,,,,,,,,,,,,,,381303764
[DATA REMOVED],Yes,,,,,,,,,,,,,,,54988291
[DATA REMOVED],Yes,,,,,,,,,,,,,,,432302335
[DATA REMOVED],Yes,,,,,,,,,,,,,,,73821563
[DATA REMOVED],No,,,,,,,,,,,,,,,371985464
[DATA REMOVED],No,,,,,,,,,,,,,,,881337922
[DATA REMOVED],Yes,,,,,,,,,,,,,,,3893663
[DATA REMOVED],Yes,,,,,,,,,,,,,,,761474184
[DATA REMOVED],Yes,,,,,,,,,,,,,,,943074721
[DATA REMOVED],No,,,,,,,,,,,,,,,741256757
[DATA REMOVED],No,,,,,,,,,,,,,,,931840049
[DATA REMOVED],No,,,,,,,,,,,,,,,43988221
[DATA REMOVED],No,,,,,,,,,,,,,,,263027042
[DATA REMOVED],Yes,,,,,,,,,,,,,,,59194684
[DATA REMOVED],Yes,,,,,,,,,,,,,,,381872256
[DATA REMOVED],No,,,,,,,,,,,,,,,601840022
[DATA REMOVED],No,,,,,,,,,,,,,,,531092198
[DATA REMOVED],No,,,,,,,,,,,,,,,51988215
[DATA REMOVED],No,,,,,,,,,,,,,,,582007878
[DATA REMOVED],No,,,,,,,,,,,,,,,40194677
[DATA REMOVED],No,,,,,,,,,,,,,,,93509536
[DATA REMOVED],Yes,,,,,,,,,,,,,,,911234335
[DATA REMOVED],No,,,,,,,,,,,,,,,86988270
[DATA REMOVED],No,,,,,,,,,,,,,,,37117429
[DATA REMOVED],No,,,,,,,,,,,,,,,91453157
[DATA REMOVED],No,,,,,,,,,,,,,,,852802663
[DATA REMOVED],No,,,,,,,,,,,,,,,69117499
[DATA REMOVED],No,,,,,,,,,,,,,,,172695357
[DATA REMOVED],No,,,,,,,,,,,,,,,581234391
[DATA REMOVED],No,,,,,,,,,,,,,,,892695385
[DATA REMOVED],No,,,,,,,,,,,,,,,39180598
[DATA REMOVED],No,,,,,,,,,,,,,,,3993691
[DATA REMOVED],No,,,,,,,,,,,,,,,60985570
[DATA REMOVED],No,,,,,,,,,,,,,,,411872264
[DATA REMOVED],No,,,,,,,,,,,,,,,392196022
[DATA REMOVED],No,,,,,,,,,,,,,,,901256798
[DATA REMOVED],No,,,,,,,,,,,,,,,432802643
[DATA REMOVED],Yes,,,,,,,,,,,,,,,85507928
[DATA REMOVED],No,,,,,,,,,,,,,,,421303735
[DATA REMOVED],No,,,,,,,,,,,,,,,681872249
[DATA REMOVED],Yes,,,,,,,,,,,,,,,601474184
[DATA REMOVED],Yes,,,,,,,,,,,,,,,571474114
[DATA REMOVED],No,,,,,,,,,,,,,,,18207715
[DATA REMOVED],Yes,,,,,,,,,,,,,,,382302370
[DATA REMOVED],Yes,,,,,,,,,,,,,,,35821535
[DATA REMOVED],Yes,,,,,,,,,,,,,,,55719942
[DATA REMOVED],No,,,,,,,,,,,,,,,94194643
[DATA REMOVED],No,,,,,,,,,,,,,,,881834043
[DATA REMOVED],Yes,,,,,,,,,,,,,,,592007843
[DATA REMOVED],No,,,,,,,,,,,,,,,74509598
[DATA REMOVED],Yes,,,,,,,,,,,,,,,752450528
[DATA REMOVED],No,,,,,,,,,,,,,,,23904784
[DATA REMOVED],Yes,,,,,,,,,,,,,,,591337963
[DATA REMOVED],No,,,,,,,,,,,,,,,40117464
[DATA REMOVED],No,,,,,,,,,,,,,,,912595614
[DATA REMOVED],Yes,,,,,,,,,,,,,,,202296491
[DATA REMOVED],No,,,,,,,,,,,,,,,75805898
[DATA REMOVED],Yes,,,,,,,,,,,,,,,591092177
[DATA REMOVED],Yes,,,,,,,,,,,,,,,9193635
[DATA REMOVED],No,,,,,,,,,,,,,,,56497778
[DATA REMOVED],Yes,,,,,,,,,,,,,,,201234391
[DATA REMOVED],No,,,,,,,,,,,,,,,423027050
[DATA REMOVED],Yes,,,,,,,,,,,,,,,52295449
[DATA REMOVED],No,,,,,,,,,,,,,,,691256771
[DATA REMOVED],No,,,,,,,,,,,,,,,353074785
[DATA REMOVED],No,,,,,,,,,,,,,,,231840021
[DATA REMOVED],No,,,,,,,,,,,,,,,721872222
[DATA REMOVED],Yes,,,,,,,,,,,,,,,93180598
[DATA REMOVED],Yes,,,,,,,,,,,,,,,38805828
[DATA REMOVED],No,,,,,,,,,,,,,,,71180536
[DATA REMOVED],No,,,,,,,,,,,,,,,76126528
[DATA REMOVED],No,,,,,,,,,,,,,,,24719957
[DATA REMOVED],No,,,,,,,,,,,,,,,37207757
[DATA REMOVED],No,,,,,,,,,,,,,,,552196057
[DATA REMOVED],No,,,,,,,,,,,,,,,231996899
[DATA REMOVED],No,,,,,,,,,,,,,,,243027092
[DATA REMOVED],No,,,,,,,,,,,,,,,882281471
[DATA REMOVED],No,,,,,,,,,,,,,,,37988271
[DATA REMOVED],Yes,,,,,,,,,,,,,,,35194656
[DATA REMOVED],No,,,,,,,,,,,,,,,343074715
[DATA REMOVED],No,,,,,,,,,,,,,,,401256798
[DATA REMOVED],Yes,,,,,,,,,,,,,,,602007870
[DATA REMOVED],No,,,,,,,,,,,,,,,541666343
[DATA REMOVED],Yes,,,,,,,,,,,,,,,542614877
[DATA REMOVED],No,,,,,,,,,,,,,,,601872236
[DATA REMOVED],No,,,,,,,,,,,,,,,19821536
[DATA REMOVED],No,,,,,,,,,,,,,,,26117498
[DATA REMOVED],No,,,,,,,,,,,,,,,861834015
[DATA REMOVED],No,,,,,,,,,,,,,,,56126591
[DATA REMOVED],Yes,,,,,,,,,,,,,,,912802691
[DATA REMOVED],No,,,,,,,,,,,,,,,711092114
[DATA REMOVED],No,,,,,,,,,,,,,,,591092136
[DATA REMOVED],Yes,,,,,,,,,,,,,,,54719998
[DATA REMOVED],No,,,,,,,,,,,,,,,8693691
[DATA REMOVED],No,,,,,,,,,,,,,,,211256785
[DATA REMOVED],No,,,,,,,,,,,,,,,342595615
[DATA REMOVED],No,,,,,,,,,,,,,,,412358229
[DATA REMOVED],No,,,,,,,,,,,,,,,39117477
[DATA REMOVED],No,,,,,,,,,,,,,,,732450557
[DATA REMOVED],Yes,,,,,,,,,,,,,,,68988221
[DATA REMOVED],Yes,,,,,,,,,,,,,,,411985491
[DATA REMOVED],No,,,,,,,,,,,,,,,55988278
[DATA REMOVED],No,,,,,,,,,,,,,,,572281491
[DATA REMOVED],No,,,,,,,,,,,,,,,882296450
[DATA REMOVED],No,,,,,,,,,,,,,,,761790699
[DATA REMOVED],Yes,,,,,,,,,,,,,,,85719970
[DATA REMOVED],Yes,,,,,,,,,,,,,,,342007814
[DATA REMOVED],No,,,,,,,,,,,,,,,41988257
[DATA REMOVED],Yes,,,,,,,,,,,,,,,60325670
[DATA REMOVED],No,,,,,,,,,,,,,,,87453136
[DATA REMOVED],Yes,,,,,,,,,,,,,,,7251049
[DATA REMOVED],Yes,,,,,,,,,,,,,,,202595642
[DATA REMOVED],No,,,,,,,,,,,,,,,35986598
[DATA REMOVED],Yes,,,,,,,,,,,,,,,22295498
[DATA REMOVED],No,,,,,,,,,,,,,,,85805821
[DATA REMOVED],Yes,,,,,,,,,,,,,,,231985421
[DATA REMOVED],No,,,,,,,,,,,,,,,36117415
[DATA REMOVED],No,,,,,,,,,,,,,,,722695363
[DATA REMOVED],Yes,,,,,,,,,,,,,,,222614828
[DATA REMOVED],Yes,,,,,,,,,,,,,,,73986514
[DATA REMOVED],Yes,,,,,,,,,,,,,,,731996835
[DATA REMOVED],Yes,,,,,,,,,,,,,,,352007899
[DATA REMOVED],Yes,,,,,,,,,,,,,,,851996849
[DATA REMOVED],No,,,,,,,,,,,,,,,373057877
[DATA REMOVED],No,,,,,,,,,,,,,,,88805857
[DATA REMOVED],No,,,,,,,,,,,,,,,9351084
[DATA REMOVED],No,,,,,,,,,,,,,,,22509571
[DATA REMOVED],No,,,,,,,,,,,,,,,71497785
[DATA REMOVED],Yes,,,,,,,,,,,,,,,42805821
[DATA REMOVED],No,,,,,,,,,,,,,,,69719999
[DATA REMOVED],No,,,,,,,,,,,,,,,852802636
[DATA REMOVED],No,,,,,,,,,,,,,,,172196050
[DATA REMOVED],No,,,,,,,,,,,,,,,58985514
[DATA REMOVED],No,,,,,,,,,,,,,,,4351085
[DATA REMOVED],Yes,,,,,,,,,,,,,,,763027077
[DATA REMOVED],No,,,,,,,,,,,,,,,762196057
[DATA REMOVED],No,,,,,,,,,,,,,,,92986521
[DATA REMOVED],No,,,,,,,,,,,,,,,581834014
[DATA REMOVED],No,,,,,,,,,,,,,,,431234350
[DATA REMOVED],No,,,,,,,,,,,,,,,51453192
[DATA REMOVED],No,,,,,,,,,,,,,,,87497715
[DATA REMOVED],No,,,,,,,,,,,,,,,392007828
[DATA REMOVED],No,,,,,,,,,,,,,,,93497750
[DATA REMOVED],No,,,,,,,,,,,,,,,901474185
[DATA REMOVED],Yes,,,,,,,,,,,,,,,243074798
[DATA REMOVED],No,,,,,,,,,,,,,,,762196084
[DATA REMOVED],No,,,,,,,,,,,,,,,752302371
[DATA REMOVED],No,,,,,,,,,,,,,,,721996815
[DATA REMOVED],Yes,,,,,,,,,,,,,,,60821535
[DATA REMOVED],Yes,,,,,,,,,,,,,,,34904770
[DATA REMOVED],No,,,,,,,,,,,,,,,521092178
[DATA REMOVED],No,,,,,,,,,,,,,,,75986550
[DATA REMOVED],No,,,,,,,,,,,,,,,343027015
[DATA REMOVED],No,,,,,,,,,,,,,,,68295415
[DATA REMOVED],No,,,,,,,,,,,,,,,711474163
[DATA REMOVED],No,,,,,,,,,,,,,,,231265249
[DATA REMOVED],No,,,,,,,,,,,,,,,57497743
[DATA REMOVED],No,,,,,,,,,,,,,,,172007829
[DATA REMOVED],No,,,,,,,,,,,,,,,251303785
[DATA REMOVED],Yes,,,,,,,,,,,,,,,223027091
[DATA REMOVED],No,,,,,,,,,,,,,,,942614829
[DATA REMOVED],No,,,,,,,,,,,,,,,69117456
[DATA REMOVED],No,,,,,,,,,,,,,,,56453150
[DATA REMOVED],No,,,,,,,,,,,,,,,921092185
[DATA REMOVED],Yes,,,,,,,,,,,,,,,52207756
[DATA REMOVED],No,,,,,,,,,,,,,,,92325691
[DATA REMOVED],No,,,,,,,,,,,,,,,51985578
[DATA REMOVED],No,,,,,,,,,,,,,,,221337929
[DATA REMOVED],No,,,,,,,,,,,,,,,89509542
[DATA REMOVED],No,,,,,,,,,,,,,,,552595636
[DATA REMOVED],No,,,,,,,,,,,,,,,94719999
[DATA REMOVED],Yes,,,,,,,,,,,,,,,68194656
[DATA REMOVED],Yes,,,,,,,,,,,,,,,52719991
[DATA REMOVED],No,,,,,,,,,,,,,,,73985564
[DATA REMOVED],No,,,,,,,,,,,,,,,34126514
[DATA REMOVED],No,,,,,,,,,,,,,,,5351043
[DATA REMOVED],Yes,,,,,,,,,,,,,,,57207763
[DATA REMOVED],No,,,,,,,,,,,,,,,373027071
[DATA REMOVED],No,,,,,,,,,,,,,,,191996857
[DATA REMOVED],No,,,,,,,,,,,,,,,372695378
[DATA REMOVED],Yes,,,,,,,,,,,,,,,221872235
[DATA REMOVED],Yes,,,,,,,,,,,,,,,20821584
[DATA REMOVED],No,,,,,,,,,,,,,,,902281422
[DATA REMOVED],No,,,,,,,,,,,,,,,60830956
[DATA REMOVED],No,,,,,,,,,,,,,,,23986522
[DATA REMOVED],No,,,,,,,,,,,,,,,71126514
[DATA REMOVED],Yes,,,,,,,,,,,,,,,341265214
[DATA REMOVED],Yes,,,,,,,,,,,,,,,542302335
[DATA REMOVED],Yes,,,,,,,,,,,,,,,43986542
[DATA REMOVED],No,,,,,,,,,,,,,,,231337984
[DATA REMOVED],Yes,,,,,,,,,,,,,,,4293684
[DATA REMOVED],Yes,,,,,,,,,,,,,,,921474199
[DATA REMOVED],Yes,,,,,,,,,,,,,,,56904728
[DATA REMOVED],Yes,,,,,,,,,,,,,,,71904770
[DATA REMOVED],Yes,,,,,,,,,,,,,,,681985498
[DATA REMOVED],No,,,,,,,,,,,,,,,871985443
[DATA REMOVED],No,,,,,,,,,,,,,,,68509528
[DATA REMOVED],No,,,,,,,,,,,,,,,931790649
[DATA REMOVED],Yes,,,,,,,,,,,,,,,372358298
[DATA REMOVED],No,,,,,,,,,,,,,,,511303721
[DATA REMOVED],No,,,,,,,,,,,,,,,721337928
[DATA REMOVED],Yes,,,,,,,,,,,,,,,52904777
[DATA REMOVED],No,,,,,,,,,,,,,,,4351021
[DATA REMOVED],Yes,,,,,,,,,,,,,,,351872256
[DATA REMOVED],Yes,,,,,,,,,,,,,,,551303742
[DATA REMOVED],No,,,,,,,,,,,,,,,751234357
[DATA REMOVED],Yes,,,,,,,,,,,,,,,521474128
[DATA REMOVED],No,,,,,,,,,,,,,,,39986550
[DATA REMOVED],No,,,,,,,,,,,,,,,512450585
[DATA REMOVED],No,,,,,,,,,,,,,,,431985422
[DATA REMOVED],No,,,,,,,,,,,,,,,941834064
[DATA REMOVED],No,,,,,,,,,,,,,,,561985499
[DATA REMOVED],No,,,,,,,,,,,,,,,352281436
[DATA REMOVED],No,,,,,,,,,,,,,,,752196028
[DATA REMOVED],No,,,,,,,,,,,,,,,35830915
[DATA REMOVED],Yes,,,,,,,,,,,,,,,852614828
[DATA REMOVED],No,,,,,,,,,,,,,,,18126522
[DATA REMOVED],Yes,,,,,,,,,,,,,,,581666349
[DATA REMOVED],Yes,,,,,,,,,,,,,,,871834014
[DATA REMOVED],No,,,,,,,,,,,,,,,573057849
[DATA REMOVED],Yes,,,,,,,,,,,,,,,58830970
[DATA REMOVED],No,,,,,,,,,,,,,,,26821592
[DATA REMOVED],No,,,,,,,,,,,,,,,87985564
[DATA REMOVED],Yes,,,,,,,,,,,,,,,411840056
[DATA REMOVED],Yes,,,,,,,,,,,,,,,93986521
[DATA REMOVED],No,,,,,,,,,,,,,,,522595650
[DATA REMOVED],No,,,,,,,,,,,,,,,731303736
[DATA REMOVED],No,,,,,,,,,,,,,,,741666342
[DATA REMOVED],No,,,,,,,,,,,,,,,692302364
[DATA REMOVED],Yes,,,,,,,,,,,,,,,74180528
[DATA REMOVED],Yes,,,,,,,,,,,,,,,751303763
[DATA REMOVED],No,,,,,,,,,,,,,,,531303757
[DATA REMOVED],No,,,,,,,,,,,,,,,42180592
[DATA REMOVED],Yes,,,,,,,,,,,,,,,72126563
[DATA REMOVED],No,,,,,,,,,,,,,,,761840064
[DATA REMOVED],No,,,,,,,,,,,,,,,41830915
[DATA REMOVED],No,,,,,,,,,,,,,,,892296478
[DATA REMOVED],No,,,,,,,,,,,,,,,22180564
[DATA REMOVED],Yes,,,,,,,,,,,,,,,592281477
[DATA REMOVED],No,,,,,,,,,,,,,,,893057843
[DATA REMOVED],No,,,,,,,,,,,,,,,54497756
[DATA REMOVED],Yes,,,,,,,,,,,,,,,89295456
[DATA REMOVED],No,,,,,,,,,,,,,,,59507992
[DATA REMOVED],No,,,,,,,,,,,,,,,391996822
[DATA REMOVED],Yes,,,,,,,,,,,,,,,87194649
[DATA REMOVED],No,,,,,,,,,,,,,,,731234329
[DATA REMOVED],No,,,,,,,,,,,,,,,372695321
[DATA REMOVED],No,,,,,,,,,,,,,,,881790685
[DATA REMOVED],No,,,,,,,,,,,,,,,751265291
[DATA REMOVED],No,,,,,,,,,,,,,,,87207757
[DATA REMOVED],No,,,,,,,,,,,,,,,371840071
[DATA REMOVED],No,,,,,,,,,,,,,,,701790636
[DATA REMOVED],Yes,,,,,,,,,,,,,,,36985563
[DATA REMOVED],Yes,,,,,,,,,,,,,,,76904770
[DATA REMOVED],No,,,,,,,,,,,,,,,43397457
[DATA REMOVED],No,,,,,,,,,,,,,,,433057899
[DATA REMOVED],No,,,,,,,,,,,,,,,521996829
[DATA REMOVED],No,,,,,,,,,,,,,,,59830964
[DATA REMOVED],No,,,,,,,,,,,,,,,701474136
[DATA REMOVED],Yes,,,,,,,,,,,,,,,25295463
[DATA REMOVED],Yes,,,,,,,,,,,,,,,93509577
[DATA REMOVED],No,,,,,,,,,,,,,,,381840036
[DATA REMOVED],No,,,,,,,,,,,,,,,60207756
[DATA REMOVED],Yes,,,,,,,,,,,,,,,75295442
[DATA REMOVED],No,,,,,,,,,,,,,,,52507964
[DATA REMOVED],No,,,,,,,,,,,,,,,242614878
[DATA REMOVED],No,,,,,,,,,,,,,,,74207736
[DATA REMOVED],No,,,,,,,,,,,,,,,352450578
[DATA REMOVED],No,,,,,,,,,,,,,,,351303764
[DATA REMOVED],No,,,,,,,,,,,,,,,52985585
[DATA REMOVED],Yes,,,,,,,,,,,,,,,552595698
[DATA REMOVED],Yes,,,,,,,,,,,,,,,912302378
[DATA REMOVED],Yes,,,,,,,,,,,,,,,871474198
[DATA REMOVED],No,,,,,,,,,,,,,,,93986557
[DATA REMOVED],Yes,,,,,,,,,,,,,,,24904763
[DATA REMOVED],No,,,,,,,,,,,,,,,56507929
[DATA REMOVED],No,,,,,,,,,,,,,,,603027064
[DATA REMOVED],No,,,,,,,,,,,,,,,25821557
[DATA REMOVED],No,,,,,,,,,,,,,,,72821578
[DATA REMOVED],No,,,,,,,,,,,,,,,541303756
[DATA REMOVED],No,,,,,,,,,,,,,,,53509536
[DATA REMOVED],No,,,,,,,,,,,,,,,87207756
[DATA REMOVED],Yes,,,,,,,,,,,,,,,89507942
[DATA REMOVED],Yes,,,,,,,,,,,,,,,35497777
[DATA REMOVED],No,,,,,,,,,,,,,,,19126564
[DATA REMOVED],Yes,,,,,,,,,,,,,,,423057891
[DATA REMOVED],Yes,,,,,,,,,,,,,,,77509514
[DATA REMOVED],No,,,,,,,,,,,,,,,88325636
[DATA REMOVED],No,,,,,,,,,,,,,,,5151057
[DATA REMOVED],No,,,,,,,,,,,,,,,762450599
[DATA REMOVED],No,,,,,,,,,,,,,,,712302322
[DATA REMOVED],Yes,,,,,,,,,,,,,,,251666391
[DATA REMOVED],No,,,,,,,,,,,,,,,903074750
[DATA REMOVED],Yes,,,,,,,,,,,,,,,432595670
[DATA REMOVED],Yes,,,,,,,,,,,,,,,431337942
[DATA REMOVED],No,,,,,,,,,,,,,,,51830963
[DATA REMOVED],No,,,,,,,,,,,,,,,883074777
[DATA REMOVED],Yes,,,,,,,,,,,,,,,932595677
[DATA REMOVED],Yes,,,,,,,,,,,,,,,54509570
[DATA REMOVED],No,,,,,,,,,,,,,,,17497735
[DATA REMOVED],No,,,,,,,,,,,,,,,521265236
[DATA REMOVED],Yes,,,,,,,,,,,,,,,3693656
[DATA REMOVED],Yes,,,,,,,,,,,,,,,59207756
[DATA REMOVED],No,,,,,,,,,,,,,,,872802636
[DATA REMOVED],Yes,,,,,,,,,,,,,,,532595691
[DATA REMOVED],Yes,,,,,,,,,,,,,,,352695335
[DATA REMOVED],No,,,,,,,,,,,,,,,602802635
[DATA REMOVED],No,,,,,,,,,,,,,,,932296457
[DATA REMOVED],No,,,,,,,,,,,,,,,692614877
[DATA REMOVED],No,,,,,,,,,,,,,,,391092171
[DATA REMOVED],Yes,,,,,,,,,,,,,,,39507991
[DATA REMOVED],No,,,,,,,,,,,,,,,371234385
[DATA REMOVED],No,,,,,,,,,,,,,,,54397429
[DATA REMOVED],No,,,,,,,,,,,,,,,2151050
[DATA REMOVED],No,,,,,,,,,,,,,,,53805856
[DATA REMOVED],Yes,,,,,,,,,,,,,,,40805849
[DATA REMOVED],Yes,,,,,,,,,,,,,,,262358242
[DATA REMOVED],No,,,,,,,,,,,,,,,22988292
[DATA REMOVED],No,,,,,,,,,,,,,,,922595664
[DATA REMOVED],No,,,,,,,,,,,,,,,902358285
[DATA REMOVED],No,,,,,,,,,,,,,,,71194621
[DATA REMOVED],No,,,,,,,,,,,,,,,581337935
[DATA REMOVED],No,,,,,,,,,,,,,,,4293622
[DATA REMOVED],No,,,,,,,,,,,,,,,371996863
[DATA REMOVED],No,,,,,,,,,,,,,,,36295429
[DATA REMOVED],No,,,,,,,,,,,,,,,542007871
[DATA REMOVED],Yes,,,,,,,,,,,,,,,341790628
[DATA REMOVED],Yes,,,,,,,,,,,,,,,531265242
[DATA REMOVED],No,,,,,,,,,,,,,,,24397443
[DATA REMOVED],No,,,,,,,,,,,,,,,231872263
[DATA REMOVED],Yes,,,,,,,,,,,,,,,702302356
[DATA REMOVED],Yes,,,,,,,,,,,,,,,181256798
[DATA REMOVED],No,,,,,,,,,,,,,,,93397477
[DATA REMOVED],No,,,,,,,,,,,,,,,743074743
[DATA REMOVED],Yes,,,,,,,,,,,,,,,712196021
[DATA REMOVED],No,,,,,,,,,,,,,,,91719978
[DATA REMOVED],Yes,,,,,,,,,,,,,,,383074770
[DATA REMOVED],No,,,,,,,,,,,,,,,932281464
[DATA REMOVED],Yes,,,,,,,,,,,,,,,93988235
[DATA REMOVED],No,,,,,,,,,,,,,,,942695392
[DATA REMOVED],Yes,,,,,,,,,,,,,,,922595628
[DATA REMOVED],No,,,,,,,,,,,,,,,212302364
[DATA REMOVED],No,,,,,,,,,,,,,,,531234335
[DATA REMOVED],No,,,,,,,,,,,,,,,532358222
[DATA REMOVED],No,,,,,,,,,,,,,,,26180515
[DATA REMOVED],Yes,,,,,,,,,,,,,,,221985491
[DATA REMOVED],No,,,,,,,,,,,,,,,541256770
[DATA REMOVED],No,,,,,,,,,,,,,,,342281499
[DATA REMOVED],Yes,,,,,,,,,,,,,,,901303798
[DATA REMOVED],No,,,,,,,,,,,,,,,851474121
[DATA REMOVED],No,,,,,,,,,,,,,,,712802691
[DATA REMOVED],Yes,,,,,,,,,,,,,,,172196098
[DATA REMOVED],No,,,,,,,,,,,,,,,74830950
[DATA REMOVED],Yes,,,,,,,,,,,,,,,72821514
[DATA REMOVED],No,,,,,,,,,,,,,,,73805885
[DATA REMOVED],Yes,,,,,,,,,,,,,,,892358214
[DATA REMOVED],Yes,,,,,,,,,,,,,,,581996828
[DATA REMOVED],Yes,,,,,,,,,,,,,,,21988263
[DATA REMOVED],No,,,,,,,,,,,,,,,351337936
[DATA REMOVED],Yes,,,,,,,,,,,,,,,412281491
[DATA REMOVED],Yes,,,,,,,,,,,,,,,942695335
[DATA REMOVED],No,,,,,,,,,,,,,,,53904771
[DATA REMOVED],No,,,,,,,,,,,,,,,701666342
[DATA REMOVED],No,,,,,,,,,,,,,,,57295429
[DATA REMOVED],No,,,,,,,,,,,,,,,921303715
[DATA REMOVED],Yes,,,,,,,,,,,,,,,91507921
[DATA REMOVED],No,,,,,,,,,,,,,,,573074728
[DATA REMOVED],No,,,,,,,,,,,,,,,771666343
[DATA REMOVED],No,,,,,,,,,,,,,,,171234364
[DATA REMOVED],No,,,,,,,,,,,,,,,171834071
[DATA REMOVED],No,,,,,,,,,,,,,,,23821564
[DATA REMOVED],No,,,,,,,,,,,,,,,71821550
[DATA REMOVED],Yes,,,,,,,,,,,,,,,902196084
[DATA REMOVED],No,,,,,,,,,,,,,,,68497750
[DATA REMOVED],No,,,,,,,,,,,,,,,35126584
[DATA REMOVED],No,,,,,,,,,,,,,,,711092143
[DATA REMOVED],No,,,,,,,,,,,,,,,891666329
[DATA REMOVED],No,,,,,,,,,,,,,,,942450599
[DATA REMOVED],No,,,,,,,,,,,,,,,701872271
[DATA REMOVED],No,,,,,,,,,,,,,,,762695356
[DATA REMOVED],No,,,,,,,,,,,,,,,231985415
[DATA REMOVED],No,,,,,,,,,,,,,,,91805815
[DATA REMOVED],No,,,,,,,,,,,,,,,38207749
[DATA REMOVED],No,,,,,,,,,,,,,,,421834099
[DATA REMOVED],No,,,,,,,,,,,,,,,512358221
[DATA REMOVED],No,,,,,,,,,,,,,,,25985529
[DATA REMOVED],Yes,,,,,,,,,,,,,,,37453114
[DATA REMOVED],No,,,,,,,,,,,,,,,581834099
[DATA REMOVED],No,,,,,,,,,,,,,,,8893642
[DATA REMOVED],No,,,,,,,,,,,,,,,41180522
[DATA REMOVED],No,,,,,,,,,,,,,,,94180542
[DATA REMOVED],No,,,,,,,,,,,,,,,37904736
[DATA REMOVED],No,,,,,,,,,,,,,,,761872271
[DATA REMOVED],Yes,,,,,,,,,,,,,,,87509563
[DATA REMOVED],No,,,,,,,,,,,,,,,421985478
[DATA REMOVED],Yes,,,,,,,,,,,,,,,261234349
[DATA REMOVED],No,,,,,,,,,,,,,,,243027056
[DATA REMOVED],No,,,,,,,,,,,,,,,882450591
[DATA REMOVED],Yes,,,,,,,,,,,,,,,691303721
[DATA REMOVED],No,,,,,,,,,,,,,,,402802643
[DATA REMOVED],No,,,,,,,,,,,,,,,221337998
[DATA REMOVED],No,,,,,,,,,,,,,,,35830977
[DATA REMOVED],No,,,,,,,,,,,,,,,76719943
[DATA REMOVED],No,,,,,,,,,,,,,,,73194684
[DATA REMOVED],No,,,,,,,,,,,,,,,403027036
[DATA REMOVED],No,,,,,,,,,,,,,,,872007822
[DATA REMOVED],No,,,,,,,,,,,,,,,77453192
[DATA REMOVED],Yes,,,,,,,,,,,,,,,87507977
[DATA REMOVED],No,,,,,,,,,,,,,,,432296498
[DATA REMOVED],Yes,,,,,,,,,,,,,,,732802677
[DATA REMOVED],No,,,,,,,,,,,,,,,171790650
[DATA REMOVED],No,,,,,,,,,,,,,,,38453185
[DATA REMOVED],No,,,,,,,,,,,,,,,90207722
[DATA REMOVED],No,,,,,,,,,,,,,,,54830984
[DATA REMOVED],No,,,,,,,,,,,,,,,55719957
[DATA REMOVED],No,,,,,,,,,,,,,,,372450585
[DATA REMOVED],No,,,,,,,,,,,,,,,771834091
[DATA REMOVED],No,,,,,,,,,,,,,,,56397429
